Time,Method,Row,Identifier 1,Identifier 2,Comment,Preparation,Component,Peak Nr.,Rt,Width,Ampl. 2,Area 2,Ampl. 3,Area 3,BGD 2,BGD 3,Area All,Is Ref.?,d 2H/1H,rd 3H2/2H2,rR 3H2/2H2
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,Ref 1,1,30.1,13.8,5462,58.392,1537,0.015,121.6,82.3,58.407,0,-310.545,0.661,0.2634241
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,Ref 2,2,71.9,13.8,5460,58.381,1537,0.015,121.9,82.5,58.396,0,-310.850,0.218,0.2633076
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,Ref 3,3,113.7,13.8,5461,58.293,1537,0.015,122.0,82.3,58.309,1,-311.000,0.000,0.2632502
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,Ref 4,4,155.5,14.0,5465,58.495,1539,0.015,122.2,82.2,58.510,0,-310.451,0.797,0.2634599
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,Ref 5,5,197.3,14.0,5467,58.412,1539,0.015,122.4,82.7,58.428,0,-310.628,0.540,0.2633923
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,C25 Alkane,6,1626.2,8.8,2091,5.751,619,0.002,155.4,89.2,5.753,0,-153.381,228.765,0.3234727
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,C27 Alkane,7,1776.1,6.9,1559,4.508,475,0.001,169.1,93.0,4.510,0,-157.371,222.975,0.3219483
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,,8,1859.9,9.4,509,1.529,155,0.000,186.6,98.7,1.530,0,-195.193,168.080,0.3074972
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,C29 Alkane,9,1915.7,7.3,943,2.586,308,0.001,188.8,98.7,2.587,0,-128.462,264.932,0.3329936
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,C31 Alkane,10,2050.1,12.5,5826,23.285,1727,0.008,227.7,110.9,23.293,0,-156.466,224.288,0.3222940
11:47:59,H2 60m 6C_ramp Alkane_Samples,25,VA-09,sample,,20,C33 Alkane,11,2187.4,13.0,4409,19.272,1290,0.006,235.9,112.8,19.278,0,-159.186,220.340,0.3212546
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,Ref 1,1,30.1,14.0,5447,58.199,1533,0.015,121.5,82.8,58.214,0,-311.358,-0.520,0.2632559
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,Ref 2,2,71.9,14.0,5445,58.174,1532,0.015,121.7,82.8,58.189,0,-311.144,-0.210,0.2633376
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,Ref 3,3,113.7,14.0,5448,58.210,1534,0.015,121.9,82.7,58.226,1,-311.000,0.000,0.2633928
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,Ref 4,4,155.5,14.0,5452,58.346,1535,0.015,122.1,82.8,58.362,0,-311.141,-0.204,0.2633390
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,Ref 5,5,197.3,14.0,5451,58.259,1534,0.015,122.2,82.8,58.275,0,-311.185,-0.268,0.2633221
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,C25 Alkane,6,1625.2,9.0,2036,5.730,605,0.002,155.4,90.0,5.732,0,-156.259,224.588,0.3225477
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,-,7,1775.0,6.7,1557,4.460,475,0.001,170.1,93.9,4.462,0,-161.047,217.639,0.3207173
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,,8,1858.8,9.6,509,1.533,157,0.000,189.0,99.8,1.533,0,-191.950,172.787,0.3089037
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,C29 Alkane,9,1914.4,7.3,952,2.616,307,0.001,200.3,103.4,2.617,0,-133.570,257.518,0.3312212
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,C31 Alkane,10,2049.0,12.3,5799,23.258,1708,0.007,227.3,111.3,23.265,0,-157.162,223.277,0.3222025
12:48:51,H2 60m 6C_ramp Alkane_Samples,26,VA-09,sample,,20,C33 Alkane,11,2186.3,12.7,4349,19.292,1287,0.006,239.9,114.3,19.298,0,-159.373,220.068,0.3213572
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,Ref 1,1,30.1,14.0,5428,57.967,1528,0.015,120.5,82.2,57.982,0,-311.139,-0.201,0.2633129
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,Ref 2,2,71.9,14.0,5427,57.893,1527,0.015,120.8,82.2,57.908,0,-310.999,0.001,0.2633662
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,Ref 3,3,113.7,14.0,5431,58.012,1528,0.015,121.0,82.4,58.027,1,-311.000,0.000,0.2633659
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,Ref 4,4,155.5,14.0,5434,58.040,1529,0.015,121.2,82.3,58.055,0,-311.069,-0.100,0.2633397
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,Ref 5,5,197.3,14.0,5435,58.074,1530,0.015,121.4,82.3,58.089,0,-311.181,-0.262,0.2632969
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,C25 Alkane,6,1626.0,9.0,1364,3.933,426,0.001,138.3,84.7,3.934,0,-142.443,244.640,0.3277958
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,C27 Alkane,7,1775.7,7.5,846,2.331,270,0.001,146.9,86.2,2.332,0,-131.132,261.057,0.3321194
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,C29 Alkane,8,1915.5,6.9,532,1.497,177,0.001,170.8,94.0,1.498,0,-119.696,277.655,0.3364907
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,C31 Alkane,9,2050.1,13.0,5471,21.592,1614,0.007,193.4,100.5,21.599,0,-160.301,218.722,0.3209698
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,C33 Alkane,10,2189.9,16.1,6412,34.831,1784,0.011,209.8,105.2,34.842,0,-188.280,178.113,0.3102748
13:49:45,H2 60m 6C_ramp Alkane_Samples,27,VA-10,sample,,20,C35 Alkane,11,2351.5,10.2,1144,4.585,342,0.001,217.7,107.6,4.587,0,-165.974,210.488,0.3188013
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,Ref 1,1,30.1,14.0,5421,57.875,1525,0.015,120.3,81.7,57.890,0,-310.806,0.282,0.2632998
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,Ref 2,2,71.9,14.0,5420,57.949,1526,0.015,120.7,82.1,57.965,0,-310.985,0.022,0.2632313
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,Ref 3,3,113.7,14.0,5424,58.023,1526,0.015,120.9,82.2,58.038,1,-311.000,0.000,0.2632255
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,Ref 4,4,155.5,14.0,5427,57.999,1527,0.015,121.0,81.7,58.014,0,-310.499,0.727,0.2634167
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,Ref 5,5,197.3,14.0,5427,57.946,1527,0.015,121.2,82.3,57.961,0,-310.959,0.060,0.2632412
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,C25 Alkane,6,1624.8,9.0,1372,3.882,425,0.001,137.4,83.9,3.884,0,-141.061,246.645,0.3281488
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,C27 Alkane,7,1774.6,7.3,836,2.297,267,0.001,145.9,85.8,2.298,0,-131.466,260.572,0.3318146
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,C29 Alkane,8,1914.4,6.7,512,1.438,170,0.000,160.9,90.0,1.438,0,-116.102,282.871,0.3376844
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,C31 Alkane,9,2049.0,12.3,5484,21.360,1621,0.007,190.8,98.6,21.367,0,-158.841,220.840,0.3213563
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,C33 Alkane,10,2188.9,15.9,6421,34.547,1779,0.011,208.5,104.5,34.558,0,-187.686,178.976,0.3103365
14:50:40,H2 60m 6C_ramp Alkane_Samples,28,VA-10,sample,,20,C35 Alkane,11,2350.4,10.2,1136,4.530,342,0.001,215.3,106.4,4.531,0,-164.592,212.494,0.3191593
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,Ref 1,1,30.1,14.0,5410,57.695,1522,0.015,119.9,81.5,57.710,0,-310.930,0.101,0.2633614
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,Ref 2,2,71.9,14.0,5410,57.699,1522,0.015,120.2,81.7,57.715,0,-310.937,0.091,0.2633589
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,Ref 3,3,113.7,14.0,5414,57.647,1523,0.015,120.5,81.9,57.662,1,-311.000,0.000,0.2633348
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,Ref 4,4,155.5,14.0,5418,58.069,1524,0.015,120.6,82.0,58.085,0,-311.146,-0.212,0.2632789
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,Ref 5,5,197.3,14.0,5418,57.806,1525,0.015,120.7,82.1,57.821,0,-311.149,-0.217,0.2632777
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,C25 Alkane,6,1624.6,10.0,1767,5.252,535,0.002,158.5,90.2,5.254,0,-155.279,226.011,0.3228513
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,C27 Alkane,7,1774.6,8.8,1347,3.866,417,0.001,177.4,95.8,3.867,0,-148.953,235.191,0.3252689
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,,8,1859.5,11.5,1766,5.412,508,0.002,202.1,103.1,5.413,0,-217.375,135.885,0.2991180
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,C29 Alkane,9,1914.2,7.3,857,2.383,277,0.001,202.7,103.2,2.383,0,-136.334,253.506,0.3300918
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,C31 Alkane,10,2048.8,13.6,5891,24.253,1736,0.008,239.2,114.4,24.260,0,-159.472,219.925,0.3212486
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,C33 Alkane,11,2186.6,13.6,4784,21.690,1364,0.007,258.8,120.7,21.697,0,-166.226,210.121,0.3186671
15:51:33,H2 60m 6C_ramp Alkane_Samples,29,VA-13,sample,,20,,12,2348.7,8.6,505,1.939,165,0.001,260.3,121.0,1.940,0,-134.835,255.682,0.3306647
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,Ref 1,1,30.1,14.0,5408,57.809,1522,0.015,119.7,82.0,57.824,0,-311.220,-0.320,0.2633354
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,Ref 2,2,71.9,14.0,5409,57.815,1522,0.015,120.1,82.3,57.830,0,-311.354,-0.514,0.2632842
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,Ref 3,3,113.7,14.0,5412,57.872,1523,0.015,120.2,81.9,57.887,1,-311.000,0.000,0.2634196
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,Ref 4,4,155.5,14.0,5415,57.863,1524,0.015,120.4,82.1,57.879,0,-311.351,-0.509,0.2632856
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,Ref 5,5,197.3,14.0,5415,57.868,1525,0.015,120.5,82.3,57.883,0,-310.984,0.024,0.2634258
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,C25 Alkane,6,1625.2,10.0,1760,5.270,531,0.002,159.9,91.4,5.272,0,-157.455,222.851,0.3221230
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,C27 Alkane,7,1775.0,9.0,1368,3.906,423,0.001,179.2,96.8,3.907,0,-151.220,231.901,0.3245068
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,,8,1859.9,11.3,1781,5.446,512,0.002,205.4,104.8,5.447,0,-218.958,133.587,0.2986091
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,C29 Alkane,9,1914.6,7.3,849,2.389,278,0.001,207.2,104.7,2.389,0,-131.850,260.015,0.3319126
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,C31 Alkane,10,2049.5,13.6,5929,24.313,1742,0.008,246.7,117.2,24.321,0,-159.879,219.334,0.3211964
16:52:27,H2 60m 6C_ramp Alkane_Samples,30,VA-13,sample,,20,C33 Alkane,11,2187.0,13.6,4680,21.781,1344,0.007,266.3,123.3,21.788,0,-165.905,210.587,0.3188924
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,Ref 1,1,30.1,14.0,5410,57.775,1522,0.015,120.0,82.2,57.790,0,-310.757,0.353,0.2633702
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,Ref 2,2,71.9,14.0,5408,57.786,1521,0.015,120.3,82.4,57.802,0,-310.941,0.086,0.2632999
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,Ref 3,3,113.7,14.0,5411,57.964,1522,0.015,120.4,82.3,57.979,1,-311.000,0.000,0.2632774
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,Ref 4,4,155.5,14.0,5415,58.016,1524,0.015,120.6,82.3,58.031,0,-310.936,0.093,0.2633018
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,Ref 5,5,197.3,14.0,5414,57.948,1524,0.015,120.7,82.4,57.964,0,-310.757,0.353,0.2633702
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,C25 Alkane,6,1625.4,10.0,2984,9.096,873,0.003,142.7,86.0,9.099,0,-146.324,239.008,0.3262027
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,C27 Alkane,7,1774.8,8.6,1949,5.347,596,0.002,153.4,88.7,5.349,0,-138.407,250.498,0.3292277
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,C29 Alkane,8,1914.0,6.9,616,1.690,204,0.001,172.5,93.7,1.691,0,-123.279,272.454,0.3350084
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,C31 Alkane,9,2048.6,12.3,5836,23.789,1690,0.008,206.6,104.6,23.796,0,-174.182,198.575,0.3155578
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,C33 Alkane,10,2189.3,17.1,7723,45.480,2151,0.014,226.9,110.5,45.494,0,-190.063,175.525,0.3094892
17:53:20,H2 60m 6C_ramp Alkane_Samples,31,VA-18,sample,,20,C35 Alkane,11,2350.0,10.9,1393,5.791,410,0.002,235.2,113.1,5.792,0,-169.565,205.275,0.3173217
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,Ref 1,1,30.1,14.0,5403,57.633,1520,0.015,120.0,81.4,57.649,0,-310.610,0.566,0.2634847
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,Ref 2,2,71.9,14.0,5407,57.774,1521,0.015,120.2,81.4,57.790,0,-310.736,0.383,0.2634365
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,Ref 3,3,113.7,14.0,5408,57.748,1522,0.015,120.4,81.9,57.763,1,-311.000,0.000,0.2633357
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,Ref 4,4,155.5,14.0,5413,57.908,1523,0.015,120.6,82.0,57.923,0,-311.270,-0.392,0.2632323
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,Ref 5,5,197.3,14.0,5414,57.943,1524,0.015,120.8,81.8,57.959,0,-310.662,0.491,0.2634650
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,C25 Alkane,6,1625.2,9.6,3092,9.106,898,0.003,142.1,85.4,9.109,0,-145.789,239.784,0.3264794
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,C27 Alkane,7,1774.4,8.2,1908,5.311,592,0.002,152.3,88.0,5.312,0,-137.771,251.420,0.3295436
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,C29 Alkane,8,1913.6,6.9,616,1.679,203,0.001,170.0,92.8,1.679,0,-126.661,267.546,0.3337900
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,C31 Alkane,9,2048.4,12.3,5851,23.663,1682,0.007,203.2,102.8,23.670,0,-173.982,198.866,0.3157041
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,C33 Alkane,10,2188.9,16.9,7585,45.210,2200,0.014,223.8,109.3,45.224,0,-190.331,175.136,0.3094552
18:54:11,H2 60m 6C_ramp Alkane_Samples,32,VA-18,sample,,20,C35 Alkane,11,2349.6,10.9,1436,5.767,423,0.002,231.7,111.6,5.768,0,-170.345,204.144,0.3170942
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,Ref 1,1,30.1,13.8,5415,57.864,1524,0.015,120.2,82.8,57.879,0,-311.219,-0.318,0.2632485
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,Ref 2,2,71.9,13.8,5415,57.945,1524,0.015,120.5,82.8,57.960,0,-311.140,-0.204,0.2632787
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,Ref 3,3,113.7,14.0,5418,57.790,1525,0.015,120.7,82.9,57.805,1,-311.000,0.000,0.2633323
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,Ref 4,4,155.5,14.0,5421,57.958,1526,0.015,120.8,82.6,57.973,0,-310.704,0.430,0.2634456
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,Ref 5,5,197.3,14.0,5420,57.903,1525,0.015,120.9,82.8,57.918,0,-310.853,0.213,0.2633883
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,C23 Alkane,6,1468.4,11.7,4687,16.278,1437,0.006,133.8,84.1,16.283,0,-85.066,327.915,0.3496831
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,C20 FAME,7,1492.1,11.7,4459,15.043,1448,0.006,149.9,87.8,15.049,0,-27.974,410.778,0.3715034
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,C25 Alkane,8,1628.9,11.5,4906,16.956,1220,0.005,141.1,85.7,16.961,0,-266.044,65.248,0.2805142
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,C27 Alkane,9,1778.4,11.3,4912,17.455,1353,0.005,151.0,87.9,17.460,0,-186.719,180.379,0.3108319
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,C29 Alkane,10,1918.2,11.3,5218,18.762,1605,0.006,168.2,92.9,18.769,0,-103.558,301.078,0.3426158
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,C31 Alkane,11,2049.2,11.5,5093,19.455,1306,0.005,200.5,103.1,19.460,0,-276.772,49.677,0.2764139
19:44:35,H2 60m 6C_ramp 1.4 mL Flow Standards,33,ACAL2,standard_control_drift,,20,C30 FAME,12,2214.6,12.7,4018,17.945,1107,0.006,215.5,107.0,17.950,0,-196.901,165.601,0.3069404
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,Ref 1,1,30.1,14.0,5416,57.982,1524,0.015,119.5,82.4,57.998,0,-310.971,0.043,0.2634372
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,Ref 2,2,71.9,14.0,5414,57.837,1523,0.015,119.7,82.7,57.853,0,-311.304,-0.441,0.2633099
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,Ref 3,3,113.7,14.0,5416,58.028,1524,0.015,120.0,82.6,58.043,1,-311.000,0.000,0.2634260
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,Ref 4,4,155.5,14.0,5421,57.938,1526,0.015,120.2,82.7,57.954,0,-311.241,-0.350,0.2633339
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,Ref 5,5,197.3,14.0,5422,57.939,1526,0.015,120.4,82.5,57.954,0,-310.910,0.131,0.2634604
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,C23 Alkane,6,1467.8,11.5,4650,16.215,1449,0.006,134.4,83.9,16.221,0,-84.206,329.165,0.3501365
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,C20 FAME,7,1491.4,11.5,4544,15.014,1477,0.006,150.0,87.6,15.019,0,-28.682,409.751,0.3713650
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,C25 Alkane,8,1628.3,11.3,4926,16.918,1212,0.005,141.8,86.1,16.923,0,-266.520,64.557,0.2804320
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,C27 Alkane,9,1777.8,11.1,4929,17.391,1375,0.005,151.1,88.2,17.396,0,-186.990,179.986,0.3108390
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,C29 Alkane,10,1917.6,11.3,5139,18.683,1595,0.006,168.3,92.7,18.689,0,-102.785,302.198,0.3430329
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,C31 Alkane,11,2048.6,11.7,5125,19.365,1319,0.005,199.0,102.1,19.371,0,-276.203,50.504,0.2767300
20:30:28,H2 60m 6C_ramp 1.4 mL Flow Standards,34,ACAL2,standard_control_drift,,20,C30 FAME,12,2213.9,13.0,4079,17.989,1119,0.006,213.7,106.6,17.994,0,-197.506,164.722,0.3068182
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,Ref 1,1,30.1,14.0,5412,57.893,1523,0.015,119.3,82.4,57.908,0,-311.163,-0.237,0.2633901
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,Ref 2,2,71.9,14.0,5411,57.954,1522,0.015,119.5,82.5,57.970,0,-311.366,-0.531,0.2633126
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,Ref 3,3,113.7,14.0,5412,57.366,1524,0.015,119.8,82.6,57.381,1,-311.000,0.000,0.2634525
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,Ref 4,4,155.5,14.0,5416,57.912,1524,0.015,120.0,82.5,57.927,0,-311.325,-0.472,0.2633282
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,Ref 5,5,197.3,14.0,5417,57.938,1525,0.015,120.2,82.5,57.953,0,-311.187,-0.272,0.2633809
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,-,6,1466.8,10.2,3328,10.172,1047,0.004,135.2,84.5,10.176,0,-80.457,334.605,0.3516050
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,C20 FAME,7,1490.2,9.6,2669,7.675,909,0.003,159.9,91.0,7.678,0,-22.557,418.640,0.3737443
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,C25 Alkane,8,1627.3,9.8,3429,10.602,876,0.003,143.3,86.3,10.605,0,-257.315,77.917,0.2839799
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,C27 Alkane,9,1776.9,11.1,3489,11.513,987,0.004,152.0,88.3,11.517,0,-183.230,185.442,0.3123078
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,C29 Alkane,10,1916.5,10.0,3606,11.714,1136,0.004,169.3,93.4,11.718,0,-98.483,308.443,0.3447127
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,C31 Alkane,11,2047.8,10.2,3584,12.095,940,0.003,202.4,103.1,12.099,0,-268.325,61.937,0.2797700
21:16:20,H2 60m 6C_ramp 1.4 mL Flow Standards,35,ACAL2,control,,10,C30 FAME,12,2212.3,10.9,2544,9.615,727,0.003,212.6,106.0,9.618,0,-187.965,178.570,0.3104974
22:02:10,H2 60m 6C_ramp 1.4 mL Flow Standards,36,ACAL2,control,,10,Ref 1,1,30.1,14.0,5405,57.687,1521,0.015,119.4,81.8,57.702,0,-311.081,-0.118,0.2633686
22:02:10,H2 60m 6C_ramp 1.4 mL Flow Standards,36,ACAL2,control,,10,Ref 2,2,71.9,14.0,5405,57.692,1521,0.015,119.5,81.8,57.707,0,-311.226,-0.328,0.2633135
22:02:10,H2 60m 6C_ramp 1.4 mL Flow Standards,36,ACAL2,control,,10,Ref 3,3,113.7,14.0,5404,57.726,1520,0.015,119.7,81.7,57.742,1,-311.000,0.000,0.2633997
22:02:10,H2 60m 6C_ramp 1.4 mL Flow Standards,36,ACAL2,control,,10,Ref 4,4,155.5,14.0,5409,58.000,1521,0.015,119.9,81.8,58.015,0,-311.266,-0.387,0.2632979
22:02:10,H2 60m 6C_ramp 1.4 mL Flow Standards,36,ACAL2,control,,10,Ref 5,5,197.3,14.0,5409,57.706,1522,0.015,120.1,81.7,57.721,0,-310.965,0.051,0.2634132
22:02:10,H2 60m 6C_ramp 1.4 mL Flow Standards,36,ACAL2,control,,10,-,6,1465.7,11.7,2698,9.748,862,0.003,137.1,84.3,9.752,0,-79.859,335.473,0.3517634
22:02:10,H2 60m 6C_ramp 1.4 mL Flow Standards,36,ACAL2,control,,10,C20 FAME,7,1489.1,11.1,2198,7.174,762,0.003,182.2,96.1,7.177,0,-13.028,432.470,0.3773121
22:02:10,H2 60m 6C_ramp 1.4 mL Flow Standards,36,ACAL2,control,,10,C25 Alkane,8,1626.2,11.9,3021,10.338,780,0.003,144.6,86.0,10.341,0,-255.815,80.094,0.2844966
22:02:10,H2 60m 6C_ramp 1.4 mL Flow Standards,36,ACAL2,control,,10,C27 Alkane,9,1775.9,13.4,3253,11.493,932,0.004,153.9,88.6,11.497,0,-184.099,184.182,0.3119131
